,St,EMAt1,EMAt2,Vt1,Vt2,RSIt1,RSIt2,RSIt3,BBt1,BBt2,MACDt1,MACDt2,CMFt1,CMFt2
859,1724.47,1714.589431,1710.32486,3625504,3997484,70.29411829,68.49502621,68.36867208,1693.2575,1689.3995,22.9006558,22.36286589,0.214620948,0.10053168
860,1710.3,1716.385898,1714.589431,4525310,3625504,65.10273136,70.29411829,68.49502621,1696.344,1693.2575,22.31834697,22.9006558,0.196495963,0.214620948
861,1710.59,1715.279371,1716.385898,4166404,4525310,58.07293075,65.10273136,70.29411829,1699.384,1696.344,20.4774116,22.31834697,0.173956615,0.196495963
862,1735.33,1714.426758,1715.279371,3696164,4166404,58.1724756,58.07293075,65.10273136,1702.513,1699.384,18.8248564,20.4774116,0.203776838,0.173956615
863,1743.91,1718.227348,1714.426758,4315907,3696164,65.66244485,58.1724756,58.07293075,1705.1365,1702.513,19.2891524,18.8248564,0.185785158,0.203776838
864,1734.49,1722.896921,1718.227348,4648684,4315907,67.81495065,65.66244485,58.1724756,1708.5735,1705.1365,20.11754211,19.2891524,0.277095361,0.185785158
865,1705.3,1725.004753,1722.896921,3811094,4648684,63.13547983,67.81495065,65.66244485,1710.9925,1708.5735,19.78585266,20.11754211,0.244742533,0.277095361
866,1718.03,1721.422071,1725.004753,3675596,3811094,51.31835341,63.13547983,67.81495065,1712.624,1710.9925,16.9719552,19.78585266,0.220504732,0.244742533
867,1747.58,1720.805331,1721.422071,5222726,3675596,55.25196402,51.31835341,63.13547983,1714.4345,1712.624,15.58942066,16.9719552,0.261590298,0.220504732
868,1739.52,1725.673452,1720.805331,5350403,5222726,62.77185104,55.25196402,51.31835341,1717.763,1714.4345,16.68584607,15.58942066,0.349255664,0.261590298
869,1737.03,1728.191007,1725.673452,5280814,5350403,59.81901823,62.77185104,55.25196402,1720.3195,1717.763,16.71175378,16.68584607,0.354906818,0.349255664
870,1752.2,1729.798096,1728.191007,4632070,5280814,58.89725795,59.81901823,62.77185104,1722.285,1720.3195,16.34297202,16.71175378,0.288363621,0.354906818
871,1749.55,1733.87117,1729.798096,4205657,4632070,62.67118757,58.89725795,59.81901823,1725.2955,1722.285,17.0779382,16.34297202,0.283006192,0.288363621
873,1728.42,1736.210618,1736.721866,3998097,4323780,55.60599337,61.60704852,62.67118757,1729.8165,1727.7635,15.93660257,17.24775001,0.34711589,0.278573902
874,1741.56,1734.794142,1736.210618,4467100,3998097,53.63114146,55.60599337,61.60704852,1730.279,1729.8165,14.28978788,15.93660257,0.300673006,0.34711589
875,1721.21,1736.024298,1734.794142,4120705,4467100,57.51986052,53.63114146,55.60599337,1731.1825,1730.279,13.88490699,14.28978788,0.242776092,0.300673006
876,1718.75,1733.330789,1736.024298,4140965,4120705,50.46163952,57.51986052,53.63114146,1730.9935,1731.1825,11.78609824,13.88490699,0.211754916,0.242776092
877,1684.71,1730.679737,1733.330789,3809862,4140965,49.66820468,50.46163952,57.51986052,1730.6265,1730.9935,9.811178583,11.78609824,0.188218543,0.211754916
878,1647.5,1722.321603,1730.679737,4485740,3809862,40.23968326,49.66820468,50.46163952,1728.532,1730.6265,5.436626959,9.811178583,0.196662418,0.188218543
879,1677.63,1708.717675,1722.321603,4563854,4485740,32.88978999,40.23968326,49.66820468,1724.218,1728.532,-1.021003253,5.436626959,0.170562533,0.196662418
880,1670.24,1703.06537,1708.717675,3835037,4563854,42.11024468,32.88978999,40.23968326,1721.876,1724.218,-3.665232015,-1.021003253,0.206644443,0.170562533
881,1663.03,1697.097121,1703.06537,4570590,3835037,40.63555734,42.11024468,32.88978999,1719.873,1721.876,-6.284667859,-3.665232015,0.221234466,0.206644443
882,1694.58,1690.903099,1697.097121,4531932,4570590,39.19343846,40.63555734,42.11024468,1717.495,1719.873,-8.840468959,-6.284667859,0.178159349,0.221234466
883,1695.63,1691.571627,1690.903099,4003828,4531932,47.90575028,39.19343846,40.63555734,1715.4575,1717.495,-8.225322025,-8.840468959,0.146269405,0.178159349
884,1651.51,1692.309513,1691.571627,4329003,4003828,48.17189809,47.90575028,39.19343846,1713.0435,1715.4575,-7.565872752,-8.225322025,0.14618555,0.146269405
885,1643.24,1684.891419,1692.309513,4024835,4329003,39.12637644,48.17189809,47.90575028,1708.8945,1713.0435,-10.4825336,-7.565872752,0.117575844,0.14618555
886,1630.08,1677.318434,1684.891419,4933350,4024835,37.69746062,39.12637644,48.17189809,1705.7915,1708.8945,-13.30792278,-10.4825336,0.127671245,0.117575844
887,1600.18,1668.729628,1677.318434,4175025,4933350,35.477116,37.69746062,39.12637644,1701.394,1705.7915,-16.4196901,-13.30792278,0.151941631,0.127671245
888,1604.93,1656.266059,1668.729628,3581756,4175025,31.00835616,35.477116,37.69746062,1694.024,1701.394,-21.05575066,-16.4196901,0.06949544,0.151941631
889,1560.83,1646.93223,1656.266059,2708204,3581756,32.46375729,31.00835616,35.477116,1687.2945,1694.024,-24.06912288,-21.05575066,0.027120484,0.06949544
891,1607.5,1622.339592,1631.277279,3581603,4752322,32.88676765,26.80918791,32.46375729,1669.9805,1678.4845,-32.02821227,-29.67368376,0.096664635,0.0566158
892,1622.78,1619.641484,1622.339592,3575620,3581603,39.35209533,32.88676765,26.80918791,1662.878,1669.9805,-31.48331908,-32.02821227,0.130767436,0.096664635
893,1641.25,1620.212124,1619.641484,3159051,3575620,42.9174456,39.35209533,32.88676765,1657.3215,1662.878,-29.47870683,-31.48331908,0.097262343,0.130767436
894,1630.4,1624.037192,1620.212124,2993789,3159051,46.97526865,42.9174456,39.35209533,1652.963,1657.3215,-26.09881167,-29.47870683,0.144569656,0.097262343
895,1661.84,1625.194066,1624.037192,3140948,2993789,44.95363683,46.97526865,42.9174456,1647.405,1652.963,-24.01885038,-26.09881167,0.168601531,0.144569656
897,1637.97,1637.724788,1631.856963,2860929,3087597,51.91754308,51.47099595,44.95363683,1641.7055,1644.4365,-15.74518454,-19.6074978,0.24341252,0.217138209
898,1651.48,1637.769372,1637.724788,3008821,2860929,46.63803884,51.91754308,51.47099595,1639.3685,1641.7055,-14.62656095,-15.74518454,0.260194365,0.24341252
899,1647.22,1640.262214,1637.769372,2802878,3008821,49.49444806,46.63803884,51.91754308,1639.5675,1639.3685,-12.5057412,-14.62656095,0.269378516,0.260194365
900,1651.7,1641.527266,1640.262214,3151072,2802878,48.61083793,49.49444806,46.63803884,1638.047,1639.5675,-11.04144377,-12.5057412,0.228620113,0.269378516
901,1675.34,1643.376854,1641.527266,3079268,3151072,49.62927799,48.61083793,49.49444806,1637.12,1638.047,-9.410994859,-11.04144377,0.255699195,0.228620113
902,1690.6,1649.188335,1643.376854,3694182,3079268,54.72785675,49.62927799,48.61083793,1637.7355,1637.12,-6.140517851,-9.410994859,0.30949661,0.255699195
903,1690.03,1656.717729,1649.188335,3739405,3694182,57.70405229,54.72785675,49.62927799,1637.5365,1637.7355,-2.290878967,-6.140517851,0.293252841,0.30949661
904,1705.33,1662.774505,1656.717729,3477781,3739405,57.55185926,57.70405229,54.72785675,1637.2565,1637.5365,0.705856672,-2.290878967,0.251931483,0.293252841
905,1707.92,1670.511868,1662.774505,3799601,3477781,60.55889629,57.55185926,57.70405229,1639.9475,1637.2565,4.266195344,0.705856672,0.301028578,0.251931483
906,1711.95,1677.313346,1670.511868,3697695,3799601,61.06175902,60.55889629,57.55185926,1643.1815,1639.9475,7.21362655,4.266195344,0.335805622,0.301028578
907,1739.68,1683.61092,1677.313346,2937418,3697695,61.87624943,61.06175902,60.55889629,1647.275,1643.1815,9.762142435,7.21362655,0.321133112,0.335805622
909,1725.82,1700.655244,1693.805298,4046575,3919090,64.24678007,66.99249977,61.87624943,1660.5775,1654.25,16.25791328,13.8596732,0.402819788,0.401206817
910,1739.87,1705.230654,1700.655244,3718121,4046575,62.3472992,64.24678007,66.99249977,1668.827,1660.5775,17.50009097,16.25791328,0.396258786,0.402819788
912,1732.03,1714.858041,1711.528717,3037116,3137748,61.63449588,65.10526007,62.3472992,1682.8315,1676.7145,19.85789731,19.39467359,0.372742177,0.392260827
913,1707.76,1717.980215,1714.858041,3469850,3037116,62.10946744,61.63449588,65.10526007,1688.294,1682.8315,20.16922191,19.85789731,0.368229064,0.372742177
914,1698.29,1716.121994,1717.980215,3812782,3469850,54.11395481,62.10946744,61.63449588,1691.6195,1688.294,18.24722014,20.16922191,0.276362955,0.368229064
915,1686.24,1712.879814,1716.121994,3417348,3812782,51.33690859,54.11395481,62.10946744,1695.014,1691.6195,15.77799117,18.24722014,0.333655094,0.276362955
916,1671.82,1708.036211,1712.879814,3276617,3417348,47.96395351,51.33690859,54.11395481,1696.234,1695.014,12.70235034,15.77799117,0.317972013,0.333655094
918,1684.94,1696.709365,1701.451446,3566201,3449448,45.3507822,44.21974541,47.96395351,1698.4885,1696.6185,6.275655493,8.997590709,0.26361617,0.28595682
919,1675.65,1694.56948,1696.709365,3374902,3566201,48.38891991,45.3507822,44.21974541,1700.1615,1698.4885,4.83498653,6.275655493,0.284790012,0.26361617
920,1698.64,1691.129575,1694.56948,3457017,3374902,45.73111121,48.38891991,45.3507822,1701.583,1700.1615,2.910075102,4.83498653,0.273522885,0.284790012
921,1723.01,1692.495106,1691.129575,3307251,3457017,52.66070139,45.73111121,48.38891991,1703.93,1701.583,3.202750478,2.910075102,0.287047055,0.273522885
922,1734.05,1698.043269,1692.495106,4717813,3307251,58.6832948,52.66070139,45.73111121,1706.3135,1703.93,5.33960155,3.202750478,0.331349843,0.287047055
923,1735.08,1704.589947,1698.043269,3458843,4717813,61.09783125,58.6832948,52.66070139,1708.486,1706.3135,7.833606219,5.33960155,0.37795464,0.331349843
924,1758.01,1710.133593,1704.589947,4120544,3458843,61.32491819,61.09783125,58.6832948,1710.7385,1708.486,9.780491857,7.833606219,0.336411506,0.37795464
925,1751.29,1718.838394,1710.133593,5344594,4120544,66.07297244,61.32491819,61.09783125,1713.3725,1710.7385,13.0235448,9.780491857,0.292328252,0.336411506
926,1738.45,1724.738686,1718.838394,3928527,5344594,63.60836057,66.07297244,61.32491819,1715.541,1713.3725,14.87991341,13.0235448,0.246953894,0.292328252
927,1731.95,1727.231653,1724.738686,3764928,3928527,59.07414107,63.60836057,66.07297244,1716.866,1715.541,15.14048809,14.87991341,0.167351861,0.246953894
928,1736.77,1728.089534,1727.231653,2821140,3764928,56.86429995,59.07414107,63.60836057,1716.4795,1716.866,14.65358234,15.14048809,0.142743205,0.167351861
929,1748.78,1729.6678,1728.089534,3080285,2821140,58.11552401,56.86429995,59.07414107,1716.744,1716.4795,14.48961252,14.65358234,0.141472059,0.142743205
930,1735.53,1733.142746,1729.6678,3759292,3080285,61.14020382,58.11552401,56.86429995,1717.892,1716.744,15.15408502,14.48961252,0.155063106,0.141472059
932,1769.07,1738.028284,1733.576792,3727637,4051793,61.83181741,56.30893515,61.14020382,1719.086,1717.675,15.52211095,14.44500695,0.085477209,0.07167936
933,1768.31,1743.672233,1738.028284,3205990,3727637,64.2125711,61.83181741,56.30893515,1720.938,1719.086,17.06739629,15.52211095,0.087258104,0.085477209
934,1773.47,1748.151827,1743.672233,3615433,3205990,63.91620065,64.2125711,61.83181741,1723.9655,1720.938,18.02296292,17.06739629,0.099369416,0.087258104
935,1770.88,1752.755131,1748.151827,3257044,3615433,65.09416896,63.91620065,64.2125711,1727.7245,1723.9655,18.97786027,18.02296292,0.08376128,0.099369416
937,1782.27,1756.646823,1756.050562,3709401,3486216,59.04805346,63.96540982,65.09416896,1736.332,1731.9565,18.4166028,19.30311762,0.049813367,0.045547892
938,1790.6,1761.305583,1756.646823,3328600,3709401,64.83092511,59.04805346,63.96540982,1741.677,1736.332,19.34213561,18.4166028,0.066818291,0.049813367
939,1789.26,1766.63184,1761.305583,3493277,3328600,66.67136967,64.83092511,59.04805346,1746.96,1741.677,20.51134638,19.34213561,0.022296348,0.066818291
940,1783.86,1770.746051,1766.63184,3353527,3493277,66.07237058,66.67136967,64.83092511,1752.6405,1746.96,21.08675258,20.51134638,0.050129519,0.022296348
942,1790.17,1775.075786,1773.130406,3362638,3381346,63.57856962,63.59284448,66.07237058,1759.9425,1756.9015,20.45374107,20.8664953,0.006568191,0.036096808
943,1781.13,1777.820189,1775.075786,2906993,3362638,65.34881804,63.57856962,63.59284448,1762.7485,1759.9425,20.40302205,20.45374107,-0.001318434,0.006568191
944,1758.19,1778.421973,1777.820189,3010588,2906993,60.81025961,65.34881804,63.57856962,1765.051,1762.7485,19.40963225,20.40302205,0.008500688,-0.001318434
945,1721.75,1774.743432,1778.421973,3803560,3010588,51.10976752,60.81025961,65.34881804,1765.06,1765.051,16.5801715,19.40963225,-0.005956431,0.008500688
947,1743.31,1761.677669,1765.108263,2785999,3597585,48.19139331,40.152562,51.10976752,1763.9725,1763.583,8.930390987,11.26751511,0.054715405,-0.027038148
948,1755.03,1758.338093,1761.677669,3144624,2785999,47.37155443,48.19139331,40.152562,1764.5405,1763.9725,6.763807802,8.930390987,0.075369622,0.054715405
949,1761.99,1757.736622,1758.338093,4269968,3144624,50.9649908,47.37155443,48.19139331,1765.4535,1764.5405,5.924190688,6.763807802,0.101574485,0.075369622
950,1779.64,1758.509963,1757.736622,3714846,4269968,53.01662504,50.9649908,47.37155443,1766.114,1765.4535,5.754072542,5.924190688,0.120448889,0.101574485
951,1775.54,1762.351788,1758.509963,3449465,3714846,57.83465492,53.01662504,50.9649908,1768.3195,1766.114,6.963192826,5.754072542,0.2050236,0.120448889
952,1767.71,1764.749645,1762.351788,3620038,3449465,56.38809466,57.83465492,53.01662504,1769.1935,1768.3195,7.504091136,6.963192826,0.213709264,0.2050236
953,1760.53,1765.287891,1764.749645,3303348,3620038,53.62933794,56.38809466,57.83465492,1769.1255,1769.1935,7.217739771,7.504091136,0.153547148,0.213709264
955,1729.76,1759.035035,1764.42282,3462779,4017052,43.43014871,51.15770267,53.62933794,1766.8025,1768.7365,3.523845694,6.338373433,0.104732457,0.182769727
956,1729.56,1753.712301,1759.035035,3030490,3462779,42.09208862,43.43014871,51.15770267,1764.7465,1766.8025,0.877320021,3.523845694,0.079149756,0.104732457
957,1760.13,1749.320974,1753.712301,2455806,3030490,42.0366313,42.09208862,43.43014871,1763.258,1764.7465,-1.222121119,0.877320021,0.128567902,0.079149756
958,1742.75,1751.286251,1749.320974,2473579,2455806,52.36701293,42.0366313,42.09208862,1762.151,1763.258,-0.414422627,-1.222121119,0.127311552,0.128567902
959,1764.69,1749.734205,1751.286251,2894922,2473579,47.2149485,52.36701293,42.0366313,1759.7585,1762.151,-1.163326398,-0.414422627,0.119135165,0.127311552
960,1775.73,1752.453441,1749.734205,3052725,2894922,53.44208696,47.2149485,52.36701293,1758.53,1759.7585,0.013382343,-1.163326398,0.132081896,0.119135165
961,1780.02,1756.685542,1752.453441,2927836,3052725,56.23962343,53.44208696,47.2149485,1758.1235,1758.53,1.815836402,0.013382343,0.139737504,0.132081896
962,1792.42,1760.928171,1756.685542,3120163,2927836,57.31299681,56.23962343,53.44208696,1757.933,1758.1235,3.549544437,1.815836402,0.097906707,0.139737504
964,1779.22,1770.487784,1766.653958,3168557,3281072,58.65003489,60.34102771,57.31299681,1758.376,1758.0455,7.224021857,5.856585839,0.086942673,0.086051438
965,1784.36,1772.07546,1770.487784,3225309,3168557,55.59548644,58.65003489,60.34102771,1759.4275,1758.376,7.533391707,7.224021857,0.133019446,0.086942673
967,1818.86,1779.449192,1774.309012,3406521,3678650,61.81916161,57.04880948,55.59548644,1765.375,1762.558,9.904980836,8.099953365,0.174958238,0.19980808
968,1815.25,1786.614793,1779.449192,3868402,3406521,65.50565796,61.81916161,57.04880948,1769.1525,1765.375,12.50498833,9.904980836,0.190121661,0.174958238
969,1823.88,1791.821195,1786.614793,3870302,3868402,64.02932354,65.50565796,61.81916161,1772.1635,1769.1525,14.11154705,12.50498833,0.112700501,0.190121661
970,1811.85,1797.650068,1791.821195,3389403,3870302,66.00196444,64.02932354,65.50565796,1775.258,1772.1635,15.89786459,14.11154705,0.115305386,0.112700501
971,1827.35,1800.231874,1797.650068,3362544,3389403,60.98157315,66.00196444,64.02932354,1776.8685,1775.258,16.15657076,15.89786459,0.01994371,0.115305386
972,1832.63,1805.162442,1800.231874,3173836,3362544,64.70656548,60.98157315,66.00196444,1779.459,1776.8685,17.41160755,16.15657076,0.014559326,0.01994371
973,1846.6,1810.156544,1805.162442,2426962,3173836,65.90079231,64.70656548,60.98157315,1782.705,1779.459,18.61767219,17.41160755,0.093771252,0.014559326
974,1860.83,1816.782627,1810.156544,2742330,2426962,68.89933189,65.90079231,64.70656548,1787.0085,1782.705,20.46484338,18.61767219,0.138654079,0.093771252
975,1855.97,1824.79124,1816.782627,3836340,2742330,71.63544847,68.89933189,65.90079231,1793.3105,1787.0085,22.81399638,20.46484338,0.238551819,0.138654079
976,1866.45,1830.460106,1824.79124,3571376,3836340,69.39012658,71.63544847,68.89933189,1799.621,1793.3105,24.00681999,22.81399638,0.26586462,0.238551819
978,1876.73,1843.513955,1837.003723,3535470,3599278,72.67851173,71.46698989,69.39012658,1812.0995,1806.4655,26.89335254,25.50379781,0.22401009,0.21016367
979,1879.29,1849.553236,1843.513955,3661968,3535470,73.42742401,72.67851173,71.46698989,1818.7985,1812.0995,27.98826462,26.89335254,0.231120964,0.22401009
980,1878.94,1854.95992,1849.553236,3924969,3661968,73.93000508,73.42742401,72.67851173,1824.5285,1818.7985,28.73136366,27.98826462,0.165872472,0.231120964
981,1903.95,1859.319935,1854.95992,3427304,3924969,73.72470068,73.93000508,73.42742401,1829.689,1824.5285,28.95822059,28.73136366,0.177251536,0.165872472
983,1897.07,1873.510039,1867.434492,3989647,3920551,76.55188409,78.35110494,73.72470068,1841.307,1835.8855,31.64655788,30.801049,0.196804424,0.218572145
984,1889.91,1877.793668,1873.510039,3740677,3989647,74.31106084,76.55188409,78.35110494,1846.7735,1841.307,31.64681062,31.64655788,0.249939808,0.196804424
985,1868.04,1879.996638,1877.793668,3411877,3740677,70.12386323,74.31106084,76.55188409,1852.308,1846.7735,30.71519312,31.64681062,0.213654309,0.249939808
986,1876.15,1877.822704,1879.996638,3154698,3411877,59.15882862,70.12386323,74.31106084,1856.492,1852.308,27.8906473,30.71519312,0.185228581,0.213654309
987,1899.76,1877.518576,1877.822704,3187520,3154698,61.55927754,59.15882862,70.12386323,1860.1705,1856.492,26.00679349,27.8906473,0.185165523,0.185228581
988,1902.29,1881.562471,1877.518576,3751035,3187520,67.54056937,61.55927754,59.15882862,1864.2155,1860.1705,26.11788473,26.00679349,0.186296857,0.185165523
989,1875.42,1885.331113,1881.562471,3693344,3751035,68.11313399,67.54056937,61.55927754,1868.5675,1864.2155,26.10910568,26.11788473,0.254211155,0.186296857
990,1857.32,1883.529092,1885.331113,3721857,3693344,56.67824767,68.11313399,67.54056937,1871.1445,1868.5675,23.66121206,26.10910568,0.172942324,0.254211155
991,1870.44,1878.763803,1883.529092,4267663,3721857,50.52501887,56.67824767,68.11313399,1873.418,1871.1445,20.0298286,23.66121206,0.15793424,0.172942324
992,1874.69,1877.250384,1878.763803,3678899,4267663,54.39032233,50.52501887,56.67824767,1875.5725,1873.418,18.00307713,20.0298286,0.156129073,0.15793424
993,1897.31,1876.78486,1877.250384,4148741,3678899,55.60040963,54.39032233,50.52501887,1877.6755,1875.5725,16.5490345,18.00307713,0.156964717,0.156129073
994,1915.71,1880.516703,1876.78486,3484156,4148741,61.46108347,55.60040963,54.39032233,1880.211,1877.6755,17.02567877,16.5490345,0.165449425,0.156964717
995,1919.41,1886.915485,1880.516703,4081704,3484156,65.45553343,61.46108347,55.60040963,1882.955,1880.211,18.67289945,17.02567877,0.162968024,0.165449425
996,1909.54,1892.823578,1886.915485,3518593,4081704,66.2138743,65.45553343,61.46108347,1886.127,1882.955,20.04581708,18.67289945,0.224944482,0.162968024
997,1907.87,1895.862928,1892.823578,3929486,3518593,62.28583883,66.2138743,65.45553343,1888.2815,1886.127,20.10567202,20.04581708,0.233307107,0.224944482
998,1882.95,1898.046032,1895.862928,3483827,3929486,61.61975275,62.28583883,66.2138743,1890.0345,1888.2815,19.79022307,20.10567202,0.182399398,0.233307107
1001,1935.97,1902.327316,1898.835608,3408273,3433031,61.26054302,60.53433701,52.58317317,1894.073,1892.118,18.12308698,17.74027468,0.243018898,0.224123452
1003,1938.96,1914.636137,1908.444167,3247761,3589796,66.3105283,65.02614939,61.26054302,1897.7565,1895.674,21.1375975,19.64679364,0.208803805,0.201738815
1004,1942.41,1919.058657,1914.636137,4013983,3247761,64.91867292,66.3105283,65.02614939,1899.851,1897.7565,21.78232876,21.1375975,0.133422887,0.208803805
1005,1947.46,1923.304356,1919.058657,3126539,4013983,65.67485183,64.91867292,66.3105283,1902.476,1899.851,22.31444209,21.78232876,0.176374894,0.133422887
1006,1967.85,1927.696291,1923.304356,2988188,3126539,66.80284478,65.67485183,64.91867292,1906.447,1902.476,22.87989337,22.31444209,0.235161246,0.176374894
1007,1914.73,1934.996966,1927.696291,3660126,2988188,70.95334651,66.80284478,65.67485183,1911.032,1906.447,24.68872394,22.87989337,0.269938156,0.235161246
1008,1913.12,1931.312063,1934.996966,3731753,3660126,52.52798571,70.95334651,66.80284478,1911.7805,1911.032,21.58705302,24.68872394,0.167457886,0.269938156
