,St,EMAt1,EMAt2,Vt1,Vt2,RSIt1,RSIt2,RSIt3,BBt1,BBt2,MACDt1,MACDt2,CMFt1,CMFt2
2163,2072.91,2054.315918,2053.2239,5030784,4262868,48.45259767,49.03329732,40.21546398,2062.7695,2061.244,-8.432974868,-9.449602795,0.151666531,0.171090374
165,1749.55,1766.44906,1768.386628,3944687,5316177,60.98926426,65.1206916,73.20403216,1739.551,1733.8925,43.03856685,46.82833385,0.284190762,0.335837534
856,1726.09,1702.401087,1697.381329,4268939,3550875,68.11253758,67.78219813,66.86419138,1682.9185,1679.671,21.45476076,20.45381653,0.202877564,0.226354578
2254,2009.42,1995.234854,1990.555933,4170050,3832313,54.47613368,50.8403014,46.47682921,2009.374,2010.792,-5.63932257,-8.109585568,-0.071088385,-0.058579299
164,1757.73,1768.386628,1767.810324,5316177,5795017,65.1206916,73.20403216,71.74065646,1733.8925,1727.673,46.82833385,49.63522432,0.335837534,0.373108558
1876,2010.2,1975.733717,1967.934543,2338715,2421633,63.65961926,54.33799553,46.05256293,1980.6315,1979.962,-0.597015868,-4.226366787,-0.009260403,-0.012953775
1804,1916.93,1945.745748,1953.613693,3404334,2792367,33.14679459,40.80163244,42.94389175,1955.9965,1960.4445,-12.12172188,-9.266812954,-0.010622739,-0.051732797
235,2041.12,1973.253806,1964.170207,4715223,5041953,68.0924986,67.94710406,66.10915971,1916.2385,1908.8115,44.46223004,42.88073502,0.304514446,0.255558749
460,1476.65,1448.462346,1458.258423,2984815,3728560,26.51129848,29.36798144,29.42941096,1501.7555,1509.7365,-43.70559552,-41.84308808,-0.115702243,-0.12901916
622,1397.92,1339.679252,1333.083531,8117640,5993428,64.35474234,59.64040424,52.43149807,1328.7915,1324.172,34.84797024,34.25101257,0.08097506,0.104541227
2307,1888.3,1881.352158,1885.608193,2845952,4704998,42.70362293,36.49864193,40.46840275,1885.4765,1888.1805,-14.70025529,-13.68035864,0.248288532,0.238777871
222,1871.68,1850.299047,1845.916613,3731006,3384245,54.16097563,51.15784227,46.00686638,1830.1055,1818.508,5.988628952,4.289840145,0.192683461,0.120212133
652,1399.15,1406.876039,1405.644047,4345537,5085709,54.92852066,59.19839664,57.45096499,1403.422,1402.135,12.33717029,12.61702884,0.064343554,0.110474667
363,1768.67,1746.745559,1744.120127,2863313,2384711,59.89301194,56.83405691,57.97131333,1713.8945,1705.404,24.89645786,25.19314368,0.375902923,0.428390725
14,1412.54,1389.542012,1385.580236,2053713,1786082,66.77752568,62.99408568,62.63895417,1376.3365,1373.533,11.20014173,10.02661212,0.271863179,0.229997504
819,1570.12,1600.259098,1606.874453,4338854,4457197,35.26972678,29.9328274,31.91073802,1645.1845,1651.592,-26.03839763,-24.38469596,0.017586173,0.006743368
